Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Main Supervising District,Release type: Paroled to Detainer united,Part of Target Population,Recidivism - Return to Prison numeric
2012,2015,White - Non-Hispanic,45-54,C Felony,Property,ISC,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,D Felony,Public Order,6JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,45-54,D Felony,Drug,8JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,C Felony,Violent,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,6JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Property,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Public Order,3JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,Under 25,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,Under 25,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Hispanic,25-34,D Felony,Violent,ISC,Parole,No,0
2012,2015,White - Hispanic,25-34,D Felony,Violent,ISC,Parole,No,0
2012,2015,White - Hispanic,25-34,D Felony,Violent,ISC,Parole,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,1JD,Special Sentence,Yes,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,1JD,Special Sentence,Yes,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,1JD,Special Sentence,Yes,0
2012,2015,Not Mentioned,45-54,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Property,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,6JD,Special Sentence,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,5JD,Special Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,1JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,45-54,D Felony,Other,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,5JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Hispanic,45-54,D Felony,Drug,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,55 and Older,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,55 and Older,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,55 and Older,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Property,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Property,5JD,Parole,No,0
2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,55 and Older,Felony - Mandatory Minimum,Violent,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Other,3JD,Special Sentence,Yes,0
2012,2015,White - Non-Hispanic,55 and Older,B Felony,Drug,5JD,Parole,No,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,7JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,7JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,2JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,B Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,Under 25,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,5JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,2JD,Parole,No,0
2012,2015,Black - Non-Hispanic,35-44,B Felony,Violent,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,3JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,55 and Older,B Felony,Violent,ISC,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Property,5JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,7JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,7JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,8JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Drug,6JD,Parole,Yes,0
2012,2015,Not Mentioned,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Property,5JD,Parole,Yes,0
2012,2015,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Violent,ISC,Parole,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Public Order,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,3JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,3JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,3JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,3JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,C Felony,Property,8JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,8JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,8JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,1JD,Parole,No,0
2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,7JD,Parole,Yes,0
2012,2015,American Indian or Alaska Native - Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Not Mentioned,55 and Older,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Property,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,B Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,2JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,ISC,Parole,No,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Drug,ISC,Parole,No,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,4JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,45-54,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Public Order,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,C Felony,Violent,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,7JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Other,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Other,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,Under 25,D Felony,Public Order,7JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,C Felony,Property,3JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,7JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,D Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,4JD,Special Sentence,Yes,0
2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,7JD,Special Sentence,Yes,0
2012,2015,Black - Non-Hispanic,45-54,D Felony,Drug,ISC,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,D Felony,Drug,ISC,Parole,Yes,0
2012,2015,White - Hispanic,25-34,D Felony,Public Order,7JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Public Order,3JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Asian or Pacific Islander - Non-Hispanic,Under 25,D Felony,Property,Not Mentioned,Parole,No,0
2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,American Indian or Alaska Native - Non-Hispanic,25-34,D Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,4JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,C Felony,Drug,4JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,2JD,Parole,No,0
2012,2015,White - Hispanic,35-44,D Felony,Public Order,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,D Felony,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,35-44,C Felony,Property,ISC,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Hispanic,25-34,D Felony,Violent,3JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,2JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,1JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,7JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,7JD,Parole,Yes,0
2012,2015,White - Hispanic,25-34,D Felony,Public Order,ISC,Parole,No,0
2012,2015,White - Hispanic,25-34,D Felony,Public Order,ISC,Parole,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,ISC,Parole,No,0
2012,2015,White - Non-Hispanic,25-34,D Felony,Drug,ISC,Parole,No,0
2012,2015,Black - Non-Hispanic,35-44,D Felony,Public Order,6JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,35-44,D Felony,Public Order,6JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,45-54,C Felony,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Hispanic,35-44,C Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,25-34,D Felony,Drug,3JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Not Mentioned,Under 25,D Felony,Drug,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,Asian or Pacific Islander - Non-Hispanic,45-54,B Felony,Drug,5JD,Parole,Yes,0
2012,2015,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Not Mentioned,Discharged End of Sentence,No,0
2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,C Felony,Drug,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,5JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,Under 25,C Felony,Drug,7JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,D Felony,Public Order,ISC,Parole,Yes,0
2012,2015,White - Non-Hispanic,45-54,C Felony,Property,2JD,Parole,Yes,0
2012,2015,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,6JD,Special Sentence,Yes,0
